tweet,brand,brand_name
The movie was great ! ,0,
@Documentally - You enjoy the starbucks coffee? Please follow me  @xboxdynasty !!! ,1,starbucks
"@maxenemagalona Yes, very funny movie! ",0,
Who wants to come to WalMart with me at midnight tonight to get the Sims 3? ,1,walmart
@MaschaD ow ok because there stands from web that's why i'm asking ,0,
is thinking JUST DO IT  - turn nike + sensor into a keyless car entry system...  http://ping.fm/5I0vw,1,nike
"omg... so I was on the treadmill &amp; fluff jumps on with me, the cutest thing... guess my man man needed to get his w/out in too ",0,
"@MungoBumbleroot @perki it's just a thing, google it ;) ",1,google
Congrats to Jamie-Lynn MacDougall of Oshawa! Our winner of the Contiki Edge Adventure to see Kings of Leon in Scotland! CONGRATS ,0,
@msgregson You're a Google Girl!    Awesome!,1,google
"Too bad he didn't have a mini DVI to VGA adapter, he could have used his Macbook! ",0,
"Getting ready for E3, 6:25Pm @ http://xbox.com, Microsoft press conference, Can't wait ",1,microsoft
@wizbiff Thanks for the info...as always ,0,
@cdeepak i didnt like urchin before google bought it.  check out http://mcc.hitslink.com,1,google
@AlexAlas I'll take a venti chai tea latte with a few sprinkles of cocoa on top. ,0,
"So Microsoft released Bing, huh? Too bad they didn't filter this out  http://tr.im/n32Z",1,microsoft
moving out today ,0,
how old google looks next to bing... I guess I should do a slight change to my default search engine to test ,1,google
@shaaqT U r takin a big risk by postin the pic of tat cake.. cos we r all gonna drool and u'll invariably end up in the loo.. ,0,
@google We will see google wave on Brazil Google Developer Day 2009? ,1,google
Today is the official start to my birthday celebration!!! The b-day is Fri. but I celebrate all month!! Gotta luv June!!! ,0,
I want to go see the new Disney movie &quot;UP&quot;; anyone wanna go??   #fb,1,disney
I'm really looking forward to MVC softball tonight!! Happy Monday? ,0,
Sony Vegas is complicated but wonderful ,1,sony
@cst  you asked for it.... ,0,
@peterfacinelli &quot;Goin to Disney Land&quot;--good one ,1,disney
@lizzie123x doesn't it look so good  its better than i though especially the wolf bit &lt;3,0,
Crezi ca este greu sa explici unor &quot;regulary people&quot; ce este si cum functioneaza Twitter?? Try Google Wave.. ,1,google
@jordanknight You didn't tink today ,0,
Grapes and an Apple to start my day ,1,apple
"has been revising in the sun all day, finally have a bit of colour on me ",0,
@BenMack send me a link to your facebook profile so I can add you over there ,1,facebook
"@OpenHeartDesign We used to see foxes when we lived in Target Range too and I miss them, they were so cute ",1,target
@ryushidude At home  great huh? i don't even finish until 5 ,0,
@juliegraphics me and @azgeek do quite a bit with wordpress. my own sites run on wp mu.  happy to share what we know. ,0,
@nwcrf ballyhoo to my family is the children's playbarn near my house. You mean the web co. Tell them mine is above them on Google ,1,google
Happy birthday nathan ,0,
@talithaxoxo google is mine. ,1,google
"@wadddupsoph Ooh, revenge? How sweet was it? ",0,
Let's connect on facebook in more than 140 characters.   http://profile.to/elizabethgrant,1,facebook
@ihmg @vintage75music Check it out - honorable mention.  http://soulafrodisiac.wordpress.com/,0,
"@UCEALM1GHTY disney land!!! awww, lucky ",1,disney
@deanomarr Awww *Blush* Thank you  x x x,0,
@CubesAndCrayons I have a google alert set for &quot;mompreneur&quot; and that article popped up!  ,1,google
On my way to yoga class ,0,
Woo! survived my first day of summer school  but the bitch-made internet won't let me get on Facebook GRRR!!! I guess im about to go eat.,1,facebook
@FunnieQu I've got a big cheshire grin ,0,
@reynolds yay! Amazon box with BST2 in it just appeared on my desk!! ,1,amazon
MTV awards were great congratz to all that got awards. ,0,
@cdove85 Its out on MSDN at the moment  Luckily the business has a subscription as part of the Microsoft ISV Program ,1,microsoft
"is excited, nervous, and anxious that exactly one week from today... We finally get to meet her after 9 long months!!! Yay ",0,
@kuraihime Yeah--here's my facebook page: http://bit.ly/Ijib4  ,1,facebook
"@Aervane I haven't maaaaaade it or anything. I wish I could get people and places to photograph for it, though  Gosh, that would be fun.",0,
"@canicus I mean the legal kind, like iTunes or Amazon on demand.    i.e. not DVD distribution.",1,amazon
i don't think KOBE would of done that.. ,0,
@HelpFightHunger please make mine an apple tree. that way you can kill two birds with one stone.... (tadaaa.. mad brain skillz ,1,apple
@hep_alien  &quot;travel&quot; I was working  And I spent most of my time in Rochester which is almost Canada =P still fun,0,
Google Wave will finally solve my 'schedule an event with friends' problem ,1,google
@extralife Thought you'd enjoy this.. maybe just a little  http://twitpic.com/6elqy,0,
Add our facebook page  http://ping.fm/lDXrR,1,facebook
I'm actually tanned! This is the first in a long time!  No doubt if i go in the sun for any longer i'll just burn,0,
"Anyone else see a jump in their Google Page Rank? Check it now! It has been updated  Well, I recieved a GPR of 3 for my blog ",1,google
@baileyloowho YEsssss... ask your sister.  She can verify. ,0,
@DarrenRuane Thanks for the recommendations. Will check amazon later  Amazing that there are other &quot;crazy&quot; people like moi out there ,1,amazon
"@joshspear Nah, I'd stay put if I were you.  ",0,
Listening to Radio Disney and eating Cheerios. ,1,disney
is.... singing with a smile. ,0,
if Apple uses the new Samsung AMOLED screens for the iPhone it will just leave everything else in the dust ,1,apple
"shame, shame, shame on me ",0,
Setting up my netflix friends list... share your fav movies with me.  http://bit.ly/7hkFj   ,1,netflix
"@rshevlin - I'm still bitter about that, but looking forward to talking politics in a few weeks in Boston. ",0,
Even tho disney show the same episodes over and over again and iv seen it loads its still funny ,1,disney
"@nadz1215 Train tickets to Beijing're sold out, so we took the &quot;angkot&quot; to the nearest big city, Taiyuan, n caught a bus back to Beijing. ",0,
oOo is disney xD having a static stock marathon ? ii believe they are . im such a big kid ,1,disney
Having lunch in starbucks! ,0,
"In the car, just driving. We're going to McDonalds Lol ",1,mcdonalds
"@StutterRockStar You too?  Wow, small world!    (I keed, I keed...)",0,
@genesimmons  get intouch with facebook they will help you  since you can prove who you are ,1,facebook
"@willienelson Time to grow our own, eh Willie  That's what we r doin here, goin back to our farmer roots!  better food and pride n it!",0,
@TeriTeetzel I put it on Facebook too until Carrie pointed out that some church members could be not so pleased with the language in it.  ,1,facebook
@theDebbyRyan there is great beach weather in FL..come in 2 weeks and you even get to see and shuttle launch ,0,
@josordoni I'm not going to lose any sleep - was a deliberate decision to scale back on eBay and concentrate on website / Amazon ,1,amazon
@windexcleansall sounds fun ,0,
McDonalds mocha iced coffee for breakfast. Good stuff! ,1,mcdonalds
"@SPAZGQ1 NAHHH its Spppaazzz! u are a problem, write me some bars i wanna rap like you ",0,
&quot;Ã¼ÅÃ¼dÃ¼ysen Ã¼zerine google earth&quot;  re: http://ff.im/3sS7z,1,google
@Curiosafmmb  EMail back ,0,
@flyingnuns that's the only thing i can confidently do! there's a good tutorial at something like pluto... cosmic knits?! google it ,1,google
@M4RKM Well get you! Aren't yoooou rich! ,0,
#E3 is now a trending topic  Cool! In about one hour Microsoft kicks it off!,1,microsoft
"@xXxnicci95xXx i was going to be but then i went to HMV sorry, it went ok not the best but ok and im fine today thanks ",0,
@dsalangsang you can also just add the twitter app on facebook ,1,facebook
I'm back from school ,0,
If you google ' queensborough bridge 100th fireworks ' guess the images that are you going to get ,1,google
@SheToldMe you are welcome . Thanks for the feedback ,0,
"1h till Microsoft conference. Cant wait to see Forza 3, Tony Hawk and Halo  #E3 #xboxe3",1,microsoft
@anthony_j_burke Holiday here too  yes should be available soon - will let you know #momoams,0,
@nikkibop sleep is for the weak!  I had starbucks way too late in the. Day yesterday. Lol,1,starbucks
"@imogenheap hello again!  sorry to bug you my dear, but are you still accepting flickr submissions? x",0,
@jbban @eckelley Apparently my side trips to Chile and Latvia enroute to Hong Kong confused Google Latitude   Now it thinks I'm in India..,1,google
Morning Scuba lessons and then my first ocean dive. ,0,
Google Chrome just became my new favorite browser... I really likes. ,1,google
@PembsDave lol im semi sunburnt its soo sunny! and im good thanks  (i know im the late one this time lol)but let me off i had a exam ,0,
I'm going to Disney World in a week  I'm exciteedd.,1,disney
@FrancescaAylott me too !!  should be blissful.,0,
http://www.bing.com stands for BUT IS NOT LIKE GOOGLE  Try it out! NEW MSFT SEARCH ENGINE ,1,google
@Ethnicsupplies Thanks Ida - much appreciated ,0,
Sending love and best wishes to my bro who is heading into an interview with Disney today!!!  Good luck David!,1,disney
@canon_goddess I can totally relate! I was the same way with the first book + I thought I was the only one to get cranky when interrupted ,0,
"Watching the google wave video at http://wave.google.com/, looks promising ",1,google
@mikecarpenter1 Prevailing Wage Hmmmm. ,0,
@elpmom haha no for real. we have sleepovers. see new facebook pictures ,1,facebook
@aplusk How hot is hot for you guys there? It's currently 48 degrees Centigrade in Dubai ,0,
getting starbucks then going shopping with my mommy ,1,starbucks
@Infiniti6885 It means all us fans just jumped ya &amp; call ya names so NEXT!! =====&gt;&gt; Bye!! ,0,
Just arrived at Mum's place  Birthday diner: PANCAKES! Is it still cool to eat McDonalds AND Pancakes at your 24th birthday?,1,mcdonalds
done for the day. ,0,
facebook is being a major bitch. got itunes on shuffle and trying to de-clutter apartment. mordy home tonight!! ,1,facebook
@jchronowski47 Sweet! Let me know when it's up. Would love to check it out ,0,
Facebook is dead slow...damn it buy new servers ,1,facebook
"@Halenslife thanks so much!  you rock, too ",0,
Microsoft E3 conference moved up 5 minutes to 1:25 for a &quot;special surprise&quot; at the end! ,1,microsoft
urban with lex! ,0,
testing moble  google  maps  with  latitude  support.    now I  know  where I'm,1,google
I Am finally done ,0,
After class headed to fifth's GUCCI sale today. ,1,gucci
"Happy Monday, Tweeples. Hope everyone is relaxed and ready to take on the week ",0,
Thanks@robinmckee  for the starbucks ,1,starbucks
"@talkinape @pussygaloria007  I broke my arm being a drunk, and now have a stylish titanium plate! http://twitpic.com/6er5u",0,
@aprilwachtel I think everyone's waiting for the Microsoft press conference.... #E3 Or is that tomorrow? Need to check schedule ,1,microsoft
@jonkelly Sure.. DM me your number.. I have 2 for you ,0,
Listening to some Guns N Roses before the Microsoft press conference starts. Good times. ,1,microsoft
@MissShimry  tho thweet.. sure will try to tweet more.,0,
E3 2009 is officially about to start with the Microsoft press conference. I'll be there tomorrow to play the latest and hottest games. ,1,microsoft
Off to our Watch The Film meeting (lovingly known as WTF) to watch some @Tealeaf sessions. ,0,
I love how Google Mail treats Google Newsgroups digest mails as spam ,1,google
"I just woke up and am still sleepy, but in a good mood! Things are looking up, I can't wait for this week to be over though ",0,
"talked bout matrimony in gtalk, and there comes google with all those ads like 'Nair girl in kerala'! ha y google reading all my chats  ?",1,google
@Juulx1 yes =D well some off my family members are here =D soo ,0,
@chelseasaeko its not sad because im the same way my day doesn't start til I get my starbucks ,1,starbucks
@NitramBellios thanks dude! Watch out for an add this evening ,0,
@PaigeCopsey I see youve changed your twitter name to something more sensible  Youre an admin for the YPFC facebook account btw. Spam away,1,facebook
http://twitpic.com/6eswb - here's a closeup of the caterpillar - fuzzy! ,0,
Fixed it! turns out i needed to reset the VRAM - thanks apple support ,1,apple
@sarahockler Congrats on your book release!! *HUGS!*  Hope you have a wonderful day!,0,
is watching 'sonny with a chance' ... oh to be a disney star ,1,disney
@tigga19 lol...i still want that picture bre lol i'm just kiddin...i got over it ,0,
Microsoft E3 press conference starting. ,1,microsoft
"Top Three Twitter Business Directories from  http://bit.ly/aLurW  @markshaw  http://bit.ly/aLurW  from across the pond, or not! ",0,
"go sign up for it at TDbank online, they pick 1 winner a day.. $1 for every friend you have on facebook ",1,facebook
MY apologies 4 being MIA - w/out going in2 deets - life knows how to throw a curve ball or 2...THX 2 all who were asking bout me  I'M BACK,0,
@rkartha How about filing a public interest law suit against Google ? for peeping thru our e-mails ?   jus kidding.,1,google
Messin around in the gymm ,0,
@yvetterdz84 that can work too!!! ill use a Zune or something.. i boycott apple stuff ahaha... im a PC ,1,apple
@realmadridtalk fan'd. Naturally ,0,
"@andymboyle That'll be fun!  My google search also revealed: Woodies Hat Box &amp; Just Hats II. I like to be helpful, even if unsolicited. ",1,google
@chadtaylormin Wow...look there are the treasures of darkness revealed for us! ,0,
Yay!  Netflix &quot;View Instantly&quot; finally works on Firefox and Windows 7.  ,1,netflix
handballweekend was so much fun i never gonne forgete it  ,0,
Hanging out. Target later with Heather ,1,target
Shoulder are burnt! but we're getting lovely weather so its ok. Time for bbq!!! ,0,
@arturs ItÄ?lija - Roma Google Earth redzama arÄ« 3D ,1,google
@Grafh wow that's a long dinner! lol   ...waiting is not nice! lol,0,
"@CindyIndie this is probably the one saying  what about google reader, maybe any rss stays for machines, we humans have twitter feeds?",1,google
Trying the #hashtag search for the first time ,0,
"@sh_Y Yes , it is what your name in facebook ?  ",1,facebook
"Thanks for last weeks #FF @aureliom and @john_lafemina. And as @papayasf knows, me and the Dead have gone our separate ways. ",0,
@chriswalts dunno I lost interest and started tweeting new sarcasm. This Xbox press conference sure ain't an Apple keynote.  #e3,1,apple
I resisted until I got bored... and Twitter doesn't get along with my dell... and now it's time for graduation picture uploading. ,0,
"Dammit! Satellite cut out during the Microsoft conference, so I have to resort to watching through twitter ",1,microsoft
@xboxe3 winter mission in MW2... with snowmobiles! ,0,
@TerenceChang bing is more of reworked search from Microsoft. I am not sure what Microsoft is thinking ,1,microsoft
@kwaichi sounds yummi ,0,
"Its been 30 min and Microsoft has shown us 4 multiplatform games. Not too impressive if you ask me. FYI, FFXIII looks better on PS3 ",1,microsoft
@tinazaf It's tough but you can do it! ,0,
Everyone follow-up with @TheDCD and @GirlGamer for updates at the Microsoft Conference live from the show. ,1,microsoft
What's up my twitter people?? ,0,
@MarcGrandmaison Bad bad Marc..  putting down Microsoft E3..  I want my new Halo games..! ,1,microsoft
@marklee3d  you are SO blessed. enjoy it for the rest of us who are steaming in the Georgia heat! ,0,
Sorry all u E3 fanboys I'm bitter since microsoft axed the flight simulator series! ,1,microsoft
mmmmmh  looove the view  haha,0,
E3 is boring with all the Microsoft games. I'm waiting 'til Nintendo tomorrow! ,1,microsoft
Tweets per day: 0.7 !!! LOL  www.twanalyst.com,0,
walmart stop and shop then gym ,1,walmart
"Onn the buss, ;) With lil Rayy. ",0,
@ArmyWifeyDebbie You dont have to miss out on the fun if you cant wear Nike shoes they make pods for the sensors to be worn on any shoe ,1,nike
@zatey yeah hi5! ,0,
Google &quot;taking over&quot; the White House? http://bit.ly/gLwOB ?mod=,1,google
@Rosherrrs Oh you where just fisshing for compliments that is a gorgoues drawing  XX,0,
Interview in about 45 minutes. Then i have to go se some people from Disney   They are talking about putting me ina movie! ,1,disney
@BrandiS_20 Love your girl!  You grandmother and your family is in my thoughts and prayers!  &lt;3,0,
Oh grr. I cant find it. Anyone recall who's kid wanted to take an apple to a doctor's appointment to keep the doctor away? ,1,apple
has the best boyfriend ever. Except for when he's mean ,0,
@SuperKaylo Who needs 1080p  When will Sony learn! ,1,sony
@pisces_mami it depends on what the problem is  but for u 50% off lmao ,0,
"Not horribly excited about anything on the Microsoft conference, but I tuned in late.Did get to see my awesome afro guy though in FFXIII! ",1,microsoft
@hownottowrite I still like to play a little TextTwist on occasion. ,0,
"@kuttyedathi google is evil  they scans your mails, chats and probably even go through your search history",1,google
"@KimAms just so you know, reading your recap of E3 has made this long day of flying much shorter ",0,
@ThomasCrampton  actually all the MBA class was on facebook and nobody on Twitter..,1,facebook
I have donated 190 grains of rice ,0,
@Drepto There is a place in google to do that. My grandfather showed it to me. ,1,google
"@morgancat Well, look on the bright side, summer starts Thursday at 12:55 pm! ",0,
@jesscoburn Huh! It's only beta now. Waiting for something special from Microsoft ,1,microsoft
forgot just how nice toasted muffins with butter were ,0,
"@MladenPrajdic Plus target practice is fun, hunting is legal and a good time enjoying nature ",1,target
I've had such a great time this weekend!  LOVE my friends ,0,
the only thing better than starbucks is free starbucks ,1,starbucks
Why is he talking so much? I heard zune! Haha. ,0,
"Facebook on my 360, wow, that is cool ",1,facebook
"@brotherj yes yes! i had a wonderful time as well! also, good luck with your english stuff! ",0,
"When Disney World bus drivers are in training, their marquees say, &quot;Earning My Ears.&quot; ",1,disney
is on her way to Indian Beach to do some shopping! ,0,
Strange... Because we are switching Phone and ISP companies Verizon has turned off the landline but not DSl.... ok ,1,verizon
Eating sour patch kids again.... ,0,
@notwen nice work getting tweeter and facebook on the 360. ,1,facebook
@officialnjonas I will be there!  Can you guys answer more fan questions this time? pretty plz?! lol. Love You Guys!,0,
The new Ed Hardy air freshner from Walmart smells good! ,1,walmart
Manager meeting at pot bellies ,0,
@cascandar AND facebook AND last.fm AND netflix ,1,facebook
@mitchelmusso Can u follow me!!! ,0,
@natpizzle so i was watching the disney channel with the girls and miley has a new song out with a new dance... you know what that means ,1,disney
On my way to macon for tumbling. Text me!   -aly bby,0,
@jomasta When do the Netflix app improvements get rolled out? ,1,netflix
Garden was a success!  Woo!!! Already had fresh mint in our iced teas ,0,
"Sony, Nintendo and even Apple can suck my D! X3 is gonna rock!  #e3",1,apple
Watching My Bro Go Crazy as My sis Makes fun Of El Ahly  Angry Ppl Are funny,0,
"With nintendo still doing the gimmicky thing, microsoft attempting world domination and sony doing sod all... we need a SEGA console ",1,microsoft
"Hmmm, I wonder why android has no 'post to Flickr' option? ",0,
"Still on the fence about Gay Days? Hotel deals are great on and off Disney property and the forecast Hot, Humid and chance of storms. ",1,disney
@AbbieFletcher_ you too ,0,
slightly bored on msn and facebook with an ice cold beer!! lovely ,1,facebook
"Co-worker blamed me because she put 6 packets of sugar in the raw in her tea. Apparently, I am distracting. Not my fault I'm that cool ",0,
@hrvaughan I am bored of facebook ,1,facebook
"A 3/4 moon tonight - looks marvellous set against  a clear, blue sky ",0,
"@WoollyMittens I could've, but Playstation has SONY on it, and it's not worth the money to me ;). At least I know I won't be buying a car ",1,sony
@Jovi_Jonas lol just like big brother! ,0,
@ddlovato ahaha the McDonalds part was hilarious  hope your having funn.,1,mcdonalds
There has to be a way to work in Japan without a Bachelor's!!! Mine is taking too long ,0,
"@tuckerandswiss Hubs has it on our Netflix list, so I'll end up watching it.  I think it was the Mila Kunis factor that drove me away.",1,netflix
@HubertGAM Joomla -and- Drupal? Isn't that a little overkill? Typically one framework or CMS will do ,0,
I like typing Google into other search enginesâ¦just to piss off the company if they go through the searches ,1,google
The short at the begining of up was too cute. ,0,
Headed for Iowa tomorrow and Ohio Wednesday... two Google Workshops for Educators. ,1,google
@SMWGuru Will do. ,0,
Omg this apple pie lara bar is the best tasting energy bar ever!!!!!! ,1,apple
Anyone done anything interesting and worth tweeting about this weekend? ,0,
"@illmatic610 You'll find out tomorrow, dont forget to msg me back what you thought once the SONY conference is done! ",1,sony
@jason_barmore my iPod.... A pillow.... And a vivid imagination ,0,
All the Microsoft E3 announcements look simply amazing. Congrats to the whole team!  Can't wait for 09.09.09 to get here now ,1,microsoft
@spiritedwoman OK. LOVE THAT SITE.   Wish I had found it sooner!!,0,
MICROSOFT JUST MADE MY BRAIN EXPLODE. I LOVE E3 ,1,microsoft
new moon looked amazing  i cant wait to see it.,0,
Xbox integrating Facebook Connect  http://bit.ly/KMGVG Time to get an Xbox!,1,facebook
Having a good day so far. Carolyn says hi. ,0,
"WHOA, I found the ENTIRE Matrix movie using Microsoft bing- http://is.gd/LJes #epicwin - M$ Bing is now my favourite video search engine ",1,microsoft
project natal is awesome...nintendo wii can go home  #xboxe3 @majornelson,0,
@paulatumolo Jura? Kirstin got an Facebook account? ,1,facebook
http://bit.ly/OPHQ9  for specs of my mod! ,0,
"Amazing E3 by MSFT.  Twitter, Project Natal, Forza 3, Last.fm, Facebook, Netflix additions.  How come they couldn't do anything else? ",1,netflix
shopping with amanda ,0,
"finally ridin' the google wave, pretty cool!  http://bit.ly/AlcZH",1,google
"&quot;if wanting to be your everything is too much to ask, maybe you have to little to offer.&quot; -chris crocker  haha i loved that. ",0,
"I'm at the apple store, I love my job  http://twitpic.com/6f43l",1,apple
@kkkrrraaaeee Have fun with it ,0,
"Woo, soon I can Twit from my 360, as well as Facebook ",1,facebook
@30STMluva cool  add me &gt;&gt;&gt; http://bit.ly/ZevDS,0,
I want a Starbucks Frappuccino! ,1,starbucks
@caldjr sorry  I promise it does work though and a little pic can't hurt ;),0,
"After the great Microsoft #E3 conference today, gonna have to say, I'm quite happy to be an XBox360 owner.    #xboxe3",1,microsoft
Ãter Ben &amp; Jerrys â?Super New York Fudgeâ? med Emelie ,0,
@johannaharness The book is still collecting virtual dust in Google docs  But I hear it's siren call getting louder....,1,google
flight back to NY tonight aka flight back to WORK. best vacation by far ,0,
@TomStamp i watched the start but its abit laggy. i cant wait for sony  ohh man!,1,sony
@lilsev we'll rock moviepark  &lt;333,0,
@tommcfly tom! look at this: http://bit.ly/zp3If. isso Ã© a reportagem do pÃ¢nico na tv. tem a sabrina sato e o xupla  use the google ,1,google
"@dannif92 so it will be okay not to revise part c again, and just to calvin and luther stuff? thats what i know best! its all bout r-patz ",0,
BING = But It's Not Google ,1,google
people look at my new background!!! its thee shizz!!! ,0,
"@kwats So @Chris_Anderson just said that Microsoft is going to destroy the Wii at E3...you're there, keep us posted! ",1,microsoft
Whats up with all the Steelers fans following me?   Trying to rub the last few years in my face??,0,
"@heatherdamico Heather, I just found your blog, and really enjoy reading it. You write very well. I've added it to my Google Reader. ",1,google
"@ANGRIES Because they're just awesome.  If you wanna record one thennnn go to a recording studio haha, Bruce records people.",0,
is sipping Caramel Coretto (made by cuz) at Second Cup  going to Starbucks after too...lol,1,starbucks
@Sakurina or you can import shitty games from the even shitier playstation 3 ,0,
"Last.fm, Twitter, and Facebook all getting added to the XBOX 360? Wow! Plus the game announcements and Natal...XBOX is winning E3 IMO. ",1,facebook
"@Tamline @mattmbr it was the Polecat on washboard I was amazed at, thought they would never get one on screen, but that solo!! ",0,
"@DarkOxygen Microsoft and &quot;for free&quot; will never happen  But now you can gyrate in front of the TV, and it will know what you're doing",1,microsoft
@TheBloggess welcome back! i'm glad Darth Vather didn't get you on USS Nimitz! xo ,0,
@xisruno  Yeah she is very cute. Hope you can get a chance to watch E3 on G4TV. Microsoft let out the big guns for the Xbox ,1,microsoft
@Sleepieyed great to hear - more important than skills ,0,
@ Starbucks with Ashley B ,1,starbucks
is contemplating... everything... Now my head hurts! ,0,
Nintendo is doomed  All hail overlords Microsoft,1,microsoft
Today has flown by. Tons more to do before I go. ,0,
@subversion I Freaking Love Twin Peaks.  Must watch again!  ....adding it to my netflix queue directly ... ,1,netflix
@boysandclothes yeah thnx I got it! I actually posted the pic on my site! http://www.deevazquez.com/blog ,0,
im here waiting on facebook that jonas brothers give the WEBCAM some of that ajja i dont kmnow how to say i am very happy with that ,1,facebook
"@TheSims3 i won't have mine for a while, but i can't wait to see how far up the career ladder i can get! ",0,
@dynamicsporadic I wonder what part of &quot;very impressed&quot; makes me seem biased against Microsoft ,1,microsoft
work tiome  misses everyone on twitterland! ,0,
"@Mcdoogle What is that? Also, facebook and last.fm coming to Xbox Live ",1,facebook
k i need a twitter break.. because i think you'll shoot me if i post anything else in the next 5 minutes ,0,
@LauraInPVD hahahah.... no way. she barely checks facebook ,1,facebook
@suziperry Loving the shoes you wore on TGS 2nite.  Can I have them?? lol ,0,
"listening to Kasabian - Underdog, the song for the Sony Motionflow comercial ",1,sony
"@RenateBeate @idapida1 Must be  Both of your blogs are amazing, and really fun to follow..Still wish I had some of your skills in English.",0,
"At McDonalds enjoying an early dinner . Printed out an Icom ID-1 manual to read through, looks neat so far ",1,mcdonalds
Stock from yesterday's roast is smelling really good ,0,
@retroraj how do you link Facebook and Twitter updates? ,1,facebook
im really happy ,0,
@fhgrl33 google that shit... ,1,google
"@petewentz YEAH! no question. awesome song = awesome music video, and we love awesome music videos ",0,
@DaniDraws As a Pixar fan your Amazon gift certificate should be used on the Art of Up!  ,1,amazon
We got a new coffee machine ,0,
"oh, you can now add me on facebook here: http://bit.ly/EUOLc /pages/Scott-Faithfull/83632873774 ",1,facebook
"@ShashiTharoor A pleasant surprise to find you here sir, Congrats on becoming an MP  Used to read your article in TOI. No more updates?",0,
"@nigelpegg Absolutely, but what was the last service I've had to pay Google to use?   I may eat my words, but smart money would be on free",1,google
YAY new Taking Back Sunday album coming out tomorrow ,0,
green apple ,1,apple
"@Cult_of_Angels  lol nah, im smitten, still     its a good thing!",0,
@Justmesteffa you and me both.  Also sent you a facebook add request if you get around to it.  ,1,facebook
@one_call will you go to germany for killa ,0,
just joined twitter. using facebook but hopefully will warm up to this later on ,1,facebook
@ddlovato ohmygod i didn't know u liked 3oh!3! they're awesome. ,0,
cineva care a cautat pe google &quot;cum sa devin inteligent&quot; a ajuns pe blogul meu ,1,google
"shower, dinner, and enjoying another summer night ",0,
Please become add my directorial debut film &quot;The End of Our Lives&quot; on Facebook here : http://tinyurl.com/lt3sj8 Thank you so much! ,1,facebook
How about Black Label ? ,0,
@mutdlegend  ohhhh I see.. I'll google it later ,1,google
@kenyadg nice  well i got some shit of work to do.,0,
"@bindery I'm a petite 5'1&quot; woman. When I google my maiden name I get linebackers - w/ my married name, rugby players.  Funny stuff ",1,google
"@samuraiox haha well, then you got a solid 8 hours, so thats good, right? ",0,
I Think Everyone Should Search For &quot;Liam Hannah&quot; On Facebook And Add Me  It's The One With This Picture  http://twitpic.com/6fcrs,1,facebook
@staceystorey I love being able to have windows open at night and smelling the fresh air. ,0,
@linnix Yup. I keep saying that if I only got commission from Apple for every sale I made...I'd be a rich man. ,1,apple
is loving having Jake the bull mastiff pup here &lt;3  thanks for reading xo,0,
mommy just brought me starbucks ,1,starbucks
@gleem13 you can make that pie for me anytime!!!  mmmmmmm....... ,0,
Will be interesting to see how many people squirm in their seats when I propose a Facebook account soon. ,1,facebook
@aka55 thanks!  im glad yall enjoy the articles,0,
"so far today i had starbucks with Omar  , then Diego's open house now trabajar!!!",1,starbucks
"in brooklyn, helping aoife move. good thing i signed up for the @crookedstill roommate exchange program! britt is next. ",0,
@loverlylupieme I will pick up some at the FredBurg Super Target on my way back ,1,target
"had some very hot brekky  now, ready to go",0,
@Alec91 twitters better than facebook status ,1,facebook
just added twitter to my favorites ,0,
"@journik innovation is never a bad thing  it's use however can be, but as you said in earlier update; Google earned it",1,google
Watching MTV movie awards. LOVE IT ,0,
NIght over Frankfurt....while the dow is escalating and Microsoft BINGING a voice keeps singing ...shalaalla der SVW ist wieder da ,1,microsoft
@Elmarswereld GEFELICITEERD! ,0,
@accordingtonina that was seriously hilarious.  Can't wait for Target Tuesday already! ,1,target
"@NKOTB I mean row 11. Phoenix show, section 1 row 11. Just in case you remember.  I'll be all by my lonesome! Hubby offered to go but....",0,
@amytoast You assume that not being able to print from Microsoft Word is *Apple's* fault?   (OS hint: try downloading the combo updater.),1,microsoft
"johnny weir changed his mailing address on his website, yet he doesn't respond to mail? Oh well, I still love him ",0,
@divadoll21285 Google pictures of Cannavaro. I think you'll like it ,1,google
@selenagomez @ddlovato  Can't Wait For Princess Protection Program! ,0,
http://wave.google.com/ try reading about Google Wave and tell me what you think.  It is supposed to be a new way of collaborating ,1,google
"@amylovesoliver noooooo amy, you and your little dog, too??? You won't die and there will be little people to show you the way home ",0,
I made a facebook quiz about myself today... hahaha it was funny. ,1,facebook
Omgoodness! I am in THE SAME ROOM as dakota fanning right now! She's so sweet! ,0,
My anxious thoughts on Google Wave  http://bit.ly/18CRD6,1,google
maria: water is healthy.. @Anne349 :coke is happyness ,0,
"wow Cisco and Apple going head2head, only a few points apart. I guess I did make a difference  http://bit.ly/14wqKH",1,apple
"Yes! The PSP-go is coming out. Now I know so I wont buy the former model, only to find another is in the making!!!    For once",0,
@sontortillas get a 450d (rebel xsi)  entry level and it's the new model of mine...i think its 600$ with a kit lens on amazon,1,amazon
http://twitpic.com/6fg7o - look what i bought today  two weeks,0,
Xbox Live to Add Facebook and Twitter Integration http://urlcorta.es/2jt  orale..  #xbox,1,facebook
@JoJoWright what happend jo jo? i can see it now question of the night flying horror stories ,0,
"Oh Shit that Milo thing that Microsoft premiered at #E3 Is something I've dreamed of, soon Friends will be obsolete!  yay",1,microsoft
@RaulDore Wait till he starts on clubpenguin.com and moshimonsters.com ,0,
